p_id,workclass,education,education_num,education_cat_lev,education_cat,marital_status,occupation,relationship,native_country,income,income_lev
28576,Private,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Unmarried,United-States,<=50K,0
28577,Public-sector,Masters,14,5,Graduate or professional degree,1,Craft-repair,Husband,United-States,<=50K,0
28578,Public-sector,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,United-States,<=50K,0
28579,Private,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,Haiti,<=50K,0
28580,Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Unmarried,United-States,<=50K,0
28581,Private,HS-grad,9,2,HS graduate,0,Other-service,Own-child,United-States,<=50K,0
28582,Self-emp,9th,5,1,Less than HS graduate,1,Craft-repair,Husband,Canada,<=50K,0
28583,Private,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,<=50K,0
28584,Private,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,United-States,<=50K,0
28585,Private,Bachelors,13,4,Bachelor's degree,1,Transport-moving,Husband,United-States,<=50K,0
28586,?,5th-6th,3,1,Less than HS graduate,0,?,Unmarried,El-Salvador,<=50K,0
28587,Private,Some-college,10,3,Some college or associate's degree,0,Handlers-cleaners,Own-child,United-States,<=50K,0
28588,Private,7th-8th,4,1,Less than HS graduate,1,Sales,Husband,United-States,<=50K,0
28589,Public-sector,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,?,<=50K,0
28590,Private,Some-college,10,3,Some college or associate's degree,0,Sales,Own-child,Colombia,<=50K,0
28591,Private,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,<=50K,0
28592,Self-emp,HS-grad,9,2,HS graduate,0,Other-service,Unmarried,United-States,<=50K,0
28593,Public-sector,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,Puerto-Rico,<=50K,0
28594,Self-emp,Bachelors,13,4,Bachelor's degree,1,Sales,Husband,United-States,>50K,1
28595,Private,HS-grad,9,2,HS graduate,1,Exec-managerial,Husband,United-States,<=50K,0
28596,Private,Bachelors,13,4,Bachelor's degree,1,Craft-repair,Husband,United-States,>50K,1
28597,Private,1st-4th,2,1,Less than HS graduate,0,Farming-fishing,Not-in-family,Mexico,<=50K,0
28598,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
28599,Private,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Not-in-family,United-States,<=50K,0
28600,Private,HS-grad,9,2,HS graduate,0,Handlers-cleaners,Own-child,Poland,<=50K,0
28601,Private,HS-grad,9,2,HS graduate,1,Sales,Husband,United-States,>50K,1
28602,Private,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Other-relative,United-States,<=50K,0
28603,?,5th-6th,3,1,Less than HS graduate,1,?,Husband,United-States,<=50K,0
28604,Public-sector,Some-college,10,3,Some college or associate's degree,1,Protective-serv,Husband,United-States,<=50K,0
28605,Self-emp,5th-6th,3,1,Less than HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
28606,Public-sector,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,United-States,<=50K,0
28607,Private,Assoc-acdm,12,3,Some college or associate's degree,1,Sales,Husband,United-States,>50K,1
28608,Self-emp,Some-college,10,3,Some college or associate's degree,0,Machine-op-inspct,Not-in-family,United-States,<=50K,0
28609,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
28610,Public-sector,Some-college,10,3,Some college or associate's degree,1,Protective-serv,Husband,United-States,>50K,1
28611,Private,Assoc-voc,11,3,Some college or associate's degree,0,Handlers-cleaners,Unmarried,United-States,<=50K,0
28612,Private,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Not-in-family,United-States,<=50K,0
28613,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,>50K,1
28614,Private,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Own-child,United-States,<=50K,0
28615,Public-sector,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Husband,United-States,<=50K,0
28616,Private,Assoc-acdm,12,3,Some college or associate's degree,1,Exec-managerial,Husband,United-States,>50K,1
28617,Private,Some-college,10,3,Some college or associate's degree,0,Protective-serv,Own-child,United-States,<=50K,0
28618,Private,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Unmarried,?,<=50K,0
28619,Private,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Unmarried,United-States,<=50K,0
28620,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
28621,Private,Bachelors,13,4,Bachelor's degree,0,Other-service,Not-in-family,United-States,<=50K,0
28622,Private,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,United-States,<=50K,0
28623,Private,11th,7,1,Less than HS graduate,0,Craft-repair,Not-in-family,United-States,<=50K,0
28624,Public-sector,Some-college,10,3,Some college or associate's degree,0,Protective-serv,Own-child,United-States,<=50K,0
28625,Private,HS-grad,9,2,HS graduate,0,Sales,Not-in-family,United-States,<=50K,0
28626,Private,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,United-States,>50K,1
28627,Private,Some-college,10,3,Some college or associate's degree,1,Other-service,Husband,United-States,<=50K,0
28628,Self-emp,Doctorate,16,5,Graduate or professional degree,1,Prof-specialty,Husband,?,>50K,1
28629,?,HS-grad,9,2,HS graduate,1,?,Husband,United-States,>50K,1
28630,Private,Some-college,10,3,Some college or associate's degree,0,Craft-repair,Own-child,United-States,<=50K,0
28631,Private,Some-college,10,3,Some college or associate's degree,1,Machine-op-inspct,Husband,United-States,>50K,1
28632,Private,11th,7,1,Less than HS graduate,0,Other-service,Own-child,United-States,<=50K,0
28633,Private,Assoc-acdm,12,3,Some college or associate's degree,0,Sales,Own-child,United-States,<=50K,0
28634,Private,HS-grad,9,2,HS graduate,0,Other-service,Own-child,Peru,<=50K,0
28635,Private,11th,7,1,Less than HS graduate,0,Machine-op-inspct,Not-in-family,United-States,<=50K,0
28636,Public-sector,HS-grad,9,2,HS graduate,1,Exec-managerial,Husband,United-States,<=50K,0
28637,Private,Assoc-acdm,12,3,Some college or associate's degree,0,Sales,Not-in-family,United-States,<=50K,0
28638,Private,HS-grad,9,2,HS graduate,1,Other-service,Husband,United-States,<=50K,0
28639,Private,HS-grad,9,2,HS graduate,0,Transport-moving,Own-child,United-States,<=50K,0
28640,Private,Some-college,10,3,Some college or associate's degree,1,Transport-moving,Husband,United-States,<=50K,0
28641,Private,Bachelors,13,4,Bachelor's degree,0,Sales,Not-in-family,United-States,<=50K,0
28642,Public-sector,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,United-States,>50K,1
28643,Private,HS-grad,9,2,HS graduate,0,Sales,Not-in-family,United-States,<=50K,0
28644,Private,Bachelors,13,4,Bachelor's degree,0,Other-service,Own-child,United-States,<=50K,0
28645,Private,Assoc-voc,11,3,Some college or associate's degree,1,Exec-managerial,Husband,United-States,>50K,1
28646,Self-emp,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,<=50K,0
28647,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
28648,Public-sector,Assoc-voc,11,3,Some college or associate's degree,0,Craft-repair,Not-in-family,United-States,<=50K,0
28649,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,Greece,<=50K,0
28650,Private,Some-college,10,3,Some college or associate's degree,1,Transport-moving,Husband,United-States,>50K,1
28651,Self-emp,Prof-school,15,5,Graduate or professional degree,1,Prof-specialty,Husband,India,>50K,1
28652,Self-emp,Prof-school,15,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,>50K,1
28653,Private,Some-college,10,3,Some college or associate's degree,0,Sales,Not-in-family,United-States,<=50K,0
28654,Private,HS-grad,9,2,HS graduate,0,Farming-fishing,Not-in-family,Ireland,<=50K,0
28655,Private,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,United-States,<=50K,0
28656,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
28657,Private,11th,7,1,Less than HS graduate,0,Transport-moving,Own-child,United-States,<=50K,0
28658,Private,Bachelors,13,4,Bachelor's degree,1,Sales,Husband,United-States,>50K,1
28659,Public-sector,Assoc-voc,11,3,Some college or associate's degree,1,Other-service,Husband,United-States,<=50K,0
28660,Private,HS-grad,9,2,HS graduate,0,Handlers-cleaners,Own-child,United-States,<=50K,0
28661,Private,HS-grad,9,2,HS graduate,1,Sales,Husband,United-States,<=50K,0
28662,Private,Some-college,10,3,Some college or associate's degree,0,Other-service,Not-in-family,United-States,<=50K,0
28663,Private,Some-college,10,3,Some college or associate's degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
28664,Private,9th,5,1,Less than HS graduate,0,Machine-op-inspct,Own-child,Dominican-Republic,<=50K,0
28665,Private,Prof-school,15,5,Graduate or professional degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
28666,Public-sector,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Unmarried,United-States,<=50K,0
28667,Private,11th,7,1,Less than HS graduate,0,Other-service,Own-child,United-States,<=50K,0
28668,Private,Bachelors,13,4,Bachelor's degree,0,Adm-clerical,Not-in-family,United-States,<=50K,0
28669,Private,Doctorate,16,5,Graduate or professional degree,1,Tech-support,Husband,Germany,>50K,1
28670,Private,Masters,14,5,Graduate or professional degree,0,Adm-clerical,Not-in-family,United-States,<=50K,0
28671,Private,Masters,14,5,Graduate or professional degree,1,Exec-managerial,Husband,United-States,>50K,1
28672,Private,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,<=50K,0
28673,Private,Assoc-acdm,12,3,Some college or associate's degree,0,Other-service,Not-in-family,United-States,<=50K,0
28674,Private,Assoc-voc,11,3,Some college or associate's degree,1,Craft-repair,Husband,Guatemala,<=50K,0
28675,Public-sector,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Wife,United-States,>50K,1
28676,Self-emp,HS-grad,9,2,HS graduate,1,Farming-fishing,Husband,United-States,<=50K,0
28677,Private,Some-college,10,3,Some college or associate's degree,0,Tech-support,Unmarried,United-States,<=50K,0
28678,Private,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,>50K,1
28679,Private,Some-college,10,3,Some college or associate's degree,0,Sales,Own-child,United-States,<=50K,0
28680,Private,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Wife,United-States,>50K,1
28681,Public-sector,Masters,14,5,Graduate or professional degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
28682,Private,HS-grad,9,2,HS graduate,0,Craft-repair,Unmarried,United-States,<=50K,0
28683,Private,Some-college,10,3,Some college or associate's degree,1,Sales,Own-child,Dominican-Republic,<=50K,0
28684,Private,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,United-States,<=50K,0
28685,Private,9th,5,1,Less than HS graduate,1,Handlers-cleaners,Husband,United-States,<=50K,0
28686,?,HS-grad,9,2,HS graduate,1,?,Husband,United-States,<=50K,0
28687,Self-emp,7th-8th,4,1,Less than HS graduate,1,Transport-moving,Husband,United-States,>50K,1
28688,?,Some-college,10,3,Some college or associate's degree,0,?,Own-child,?,<=50K,0
28689,Self-emp,Bachelors,13,4,Bachelor's degree,0,Sales,Unmarried,United-States,<=50K,0
28690,Private,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Wife,United-States,>50K,1
28691,Public-sector,Bachelors,13,4,Bachelor's degree,0,Adm-clerical,Not-in-family,United-States,<=50K,0
28692,Public-sector,Assoc-voc,11,3,Some college or associate's degree,0,Exec-managerial,Own-child,United-States,<=50K,0
28693,Private,11th,7,1,Less than HS graduate,0,Craft-repair,Not-in-family,India,<=50K,0
28694,Self-emp,HS-grad,9,2,HS graduate,1,Exec-managerial,Husband,United-States,<=50K,0
28695,Self-emp,Assoc-acdm,12,3,Some college or associate's degree,1,Sales,Husband,United-States,<=50K,0
28696,Private,Some-college,10,3,Some college or associate's degree,0,Exec-managerial,Not-in-family,United-States,<=50K,0
28697,Private,Masters,14,5,Graduate or professional degree,0,Prof-specialty,Not-in-family,Germany,<=50K,0
28698,Private,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,>50K,1
28699,Self-emp,HS-grad,9,2,HS graduate,1,Sales,Husband,United-States,<=50K,0
28700,Private,Assoc-voc,11,3,Some college or associate's degree,1,Adm-clerical,Husband,United-States,>50K,1
28701,Self-emp,HS-grad,9,2,HS graduate,1,Sales,Husband,United-States,<=50K,0
28702,Public-sector,HS-grad,9,2,HS graduate,1,Adm-clerical,Husband,United-States,>50K,1
28703,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,>50K,1
28704,Private,Some-college,10,3,Some college or associate's degree,0,Sales,Unmarried,United-States,>50K,1
28705,Public-sector,Masters,14,5,Graduate or professional degree,0,Prof-specialty,Not-in-family,?,>50K,1
28706,Self-emp,Some-college,10,3,Some college or associate's degree,1,Exec-managerial,Husband,United-States,>50K,1
28707,Private,HS-grad,9,2,HS graduate,0,Farming-fishing,Unmarried,United-States,<=50K,0
28708,Private,HS-grad,9,2,HS graduate,0,Handlers-cleaners,Own-child,United-States,<=50K,0
28709,Private,Some-college,10,3,Some college or associate's degree,0,Sales,Own-child,United-States,<=50K,0
28710,Private,HS-grad,9,2,HS graduate,0,Other-service,Own-child,United-States,<=50K,0
28711,Private,Some-college,10,3,Some college or associate's degree,1,Sales,Husband,United-States,<=50K,0
28712,Private,11th,7,1,Less than HS graduate,0,Farming-fishing,Not-in-family,United-States,<=50K,0
28713,Private,Some-college,10,3,Some college or associate's degree,0,Handlers-cleaners,Not-in-family,United-States,<=50K,0
28714,Private,5th-6th,3,1,Less than HS graduate,1,Craft-repair,Not-in-family,Mexico,<=50K,0
28715,?,7th-8th,4,1,Less than HS graduate,1,?,Wife,Puerto-Rico,<=50K,0
28716,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
28717,Self-emp,Assoc-voc,11,3,Some college or associate's degree,1,Farming-fishing,Husband,United-States,>50K,1
28718,Private,HS-grad,9,2,HS graduate,1,Tech-support,Husband,United-States,>50K,1
28719,Public-sector,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
28720,Private,Some-college,10,3,Some college or associate's degree,1,Machine-op-inspct,Husband,United-States,>50K,1
28721,Self-emp,HS-grad,9,2,HS graduate,1,Other-service,Husband,United-States,<=50K,0
28722,Private,10th,6,1,Less than HS graduate,0,Transport-moving,Not-in-family,United-States,<=50K,0
28723,Private,Masters,14,5,Graduate or professional degree,1,Exec-managerial,Husband,United-States,>50K,1
28724,Private,HS-grad,9,2,HS graduate,1,Adm-clerical,Husband,United-States,>50K,1
28725,Public-sector,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,United-States,<=50K,0
28726,Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Unmarried,United-States,<=50K,0
28727,Private,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,United-States,<=50K,0
28728,Private,Some-college,10,3,Some college or associate's degree,1,Sales,Husband,United-States,>50K,1
28729,Self-emp,Prof-school,15,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,>50K,1
28730,Private,Some-college,10,3,Some college or associate's degree,0,Farming-fishing,Not-in-family,United-States,>50K,1
28731,Private,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Not-in-family,United-States,<=50K,0
28732,Private,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Wife,Italy,>50K,1
28733,Private,Some-college,10,3,Some college or associate's degree,0,Craft-repair,Not-in-family,United-States,<=50K,0
28734,Public-sector,Assoc-acdm,12,3,Some college or associate's degree,0,Craft-repair,Not-in-family,United-States,<=50K,0
28735,Private,HS-grad,9,2,HS graduate,1,Exec-managerial,Husband,United-States,>50K,1
28736,Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Other-relative,United-States,<=50K,0
28737,Private,HS-grad,9,2,HS graduate,0,Other-service,Unmarried,United-States,<=50K,0
28738,Private,HS-grad,9,2,HS graduate,1,Prof-specialty,Husband,United-States,>50K,1
28739,Private,11th,7,1,Less than HS graduate,1,Machine-op-inspct,Husband,United-States,<=50K,0
28740,Self-emp,HS-grad,9,2,HS graduate,1,Exec-managerial,Husband,United-States,>50K,1
28741,Self-emp,5th-6th,3,1,Less than HS graduate,1,Other-service,Wife,Mexico,<=50K,0
28742,Private,12th,8,1,Less than HS graduate,0,Adm-clerical,Not-in-family,United-States,<=50K,0
28743,Private,Assoc-voc,11,3,Some college or associate's degree,1,Tech-support,Wife,United-States,<=50K,0
28744,Private,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Husband,United-States,<=50K,0
28745,Private,Some-college,10,3,Some college or associate's degree,0,Exec-managerial,Not-in-family,United-States,>50K,1
28746,Private,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,United-States,>50K,1
28747,Public-sector,Masters,14,5,Graduate or professional degree,1,Machine-op-inspct,Husband,United-States,>50K,1
28748,Private,Masters,14,5,Graduate or professional degree,1,Exec-managerial,Husband,United-States,>50K,1
28749,Self-emp,5th-6th,3,1,Less than HS graduate,0,Tech-support,Not-in-family,United-States,<=50K,0
28750,Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Own-child,United-States,<=50K,0
28751,Private,Some-college,10,3,Some college or associate's degree,1,Sales,Husband,United-States,<=50K,0
28752,Private,Bachelors,13,4,Bachelor's degree,0,Adm-clerical,Unmarried,United-States,<=50K,0
28753,Private,11th,7,1,Less than HS graduate,0,Other-service,Own-child,United-States,<=50K,0
28754,Private,11th,7,1,Less than HS graduate,0,Handlers-cleaners,Own-child,United-States,<=50K,0
28755,Private,Some-college,10,3,Some college or associate's degree,1,Sales,Husband,United-States,>50K,1
28756,Private,Some-college,10,3,Some college or associate's degree,0,Other-service,Other-relative,Ecuador,<=50K,0
28757,Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Unmarried,United-States,<=50K,0
