p_id,age,workclass,fnlwgt,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income_lev,education_cat_lev,education_cat
22299,35,Local-gov,85548,Separated,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,0,3,Some college or associate's degree
22300,25,Private,195994,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,Guatemala,0,1,Less than HS graduate
22301,42,State-gov,148316,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,1,3,Some college or associate's degree
22302,42,Private,227466,Never-married,Other-service,Other-relative,Black,Male,0,0,40,United-States,0,2,HS graduate
22303,19,Private,68552,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,0,2,HS graduate
22304,32,Private,252257,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,0,3,Some college or associate's degree
22305,44,Private,30126,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0,3,Some college or associate's degree
22306,53,Private,304353,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,36,United-States,1,3,Some college or associate's degree
22307,47,Self-emp-not-inc,171968,Widowed,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,60,Thailand,0,4,Bachelor's degree
22308,24,Private,205839,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
22309,30,State-gov,218640,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,United-States,1,3,Some college or associate's degree
22310,42,Private,150568,Separated,Sales,Unmarried,White,Female,0,0,45,United-States,0,2,HS graduate
22311,19,Private,382738,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,0,2,HS graduate
22312,37,Self-emp-not-inc,138940,Never-married,Farming-fishing,Own-child,White,Male,0,0,37,United-States,0,1,Less than HS graduate
22313,26,Self-emp-not-inc,258306,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,99,United-States,0,1,Less than HS graduate
22314,25,Local-gov,190107,Never-married,Farming-fishing,Own-child,White,Male,0,1719,16,United-States,0,2,HS graduate
22315,52,Private,152373,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
22316,50,Local-gov,141875,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
22317,40,Private,79586,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,99999,0,40,?,1,5,Graduate or professional degree
22318,32,Private,157289,Married-spouse-absent,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,0,2,HS graduate
22319,37,Private,184498,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
22320,42,Local-gov,109684,Never-married,Prof-specialty,Not-in-family,White,Female,0,1741,35,United-States,0,5,Graduate or professional degree
22321,47,Private,199832,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
22322,47,Private,23545,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
22323,28,Private,175710,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,1,4,Bachelor's degree
22324,27,Private,52028,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,40,South,0,4,Bachelor's degree
22325,61,Self-emp-not-inc,315977,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,0,2,HS graduate
22326,47,Private,202322,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,0,1,Less than HS graduate
22327,30,Private,251825,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,0,3,Some college or associate's degree
22328,54,Private,202115,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,1,2,HS graduate
22329,56,Local-gov,216824,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,1,5,Graduate or professional degree
22330,69,Private,145656,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,24,United-States,0,3,Some college or associate's degree
22331,30,Private,137076,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1,2,HS graduate
22332,36,Private,152621,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Canada,1,3,Some college or associate's degree
22333,42,Self-emp-not-inc,27242,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,0,1,Less than HS graduate
22334,45,Federal-gov,358242,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,1,4,Bachelor's degree
22335,39,Private,184117,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,20,United-States,1,4,Bachelor's degree
22336,26,Private,300290,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0,1,Less than HS graduate
22337,28,Local-gov,149991,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,42,United-States,1,4,Bachelor's degree
22338,31,Private,189759,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1,5,Graduate or professional degree
22339,32,Private,339482,Separated,Farming-fishing,Other-relative,White,Male,0,0,60,Mexico,0,1,Less than HS graduate
22340,51,Private,100933,Never-married,Exec-managerial,Other-relative,White,Female,0,0,40,United-States,0,2,HS graduate
22341,29,Private,354558,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,0,2,HS graduate
22342,38,Local-gov,162613,Never-married,Prof-specialty,Not-in-family,White,Female,0,2258,60,United-States,0,5,Graduate or professional degree
22343,64,Private,285052,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,10,United-States,0,3,Some college or associate's degree
22344,26,State-gov,175044,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
22345,68,Private,45508,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,22,United-States,0,1,Less than HS graduate
22346,32,Private,173351,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,0,2,HS graduate
22347,29,Private,173611,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,0,3,Some college or associate's degree
22348,51,?,182543,Separated,?,Unmarried,White,Female,0,0,40,Mexico,0,1,Less than HS graduate
22349,21,Private,143062,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0,2,HS graduate
22350,26,?,137951,Separated,?,Other-relative,White,Female,0,0,40,Puerto-Rico,0,1,Less than HS graduate
22351,33,Local-gov,293063,Married-spouse-absent,Prof-specialty,Other-relative,Black,Male,0,0,40,?,0,4,Bachelor's degree
22352,26,Private,377754,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0,2,HS graduate
22353,52,Private,152373,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2105,0,40,United-States,0,2,HS graduate
22354,31,Private,193477,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,0,2,HS graduate
22355,29,Local-gov,277323,Never-married,Protective-serv,Unmarried,White,Male,0,0,45,United-States,0,2,HS graduate
22356,19,Private,69182,Never-married,Other-service,Own-child,White,Female,0,0,27,United-States,0,3,Some college or associate's degree
22357,51,Private,219599,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,0,2,HS graduate
22358,45,Private,129371,Separated,Other-service,Unmarried,Other,Female,0,0,40,Trinadad&Tobago,0,1,Less than HS graduate
22359,20,Private,470875,Married-civ-spouse,Sales,Own-child,Black,Male,0,0,32,United-States,0,2,HS graduate
22360,40,Private,201734,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,48,United-States,0,3,Some college or associate's degree
22361,43,Private,58447,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,55,United-States,1,5,Graduate or professional degree
22362,52,Local-gov,91689,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
22363,46,Private,166546,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,24,United-States,0,3,Some college or associate's degree
22364,24,Private,293324,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
22365,20,Private,219262,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,0,1,Less than HS graduate
22366,38,Self-emp-not-inc,403391,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,0,4,Bachelor's degree
22367,44,Private,367749,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,Mexico,0,4,Bachelor's degree
22368,24,Private,128487,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,4,Bachelor's degree
22369,32,State-gov,111363,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,75,United-States,1,5,Graduate or professional degree
22370,49,Private,240869,Never-married,Other-service,Other-relative,White,Male,0,0,35,United-States,0,1,Less than HS graduate
22371,36,Private,163278,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0,5,Graduate or professional degree
22372,31,Private,416415,Separated,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,0,2,HS graduate
22373,46,?,280030,Married-civ-spouse,?,Husband,White,Male,0,0,40,Mexico,0,1,Less than HS graduate
22374,46,Private,251243,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0,3,Some college or associate's degree
22375,46,Local-gov,167159,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,70,United-States,1,3,Some college or associate's degree
22376,29,Private,161857,Married-spouse-absent,Other-service,Not-in-family,Other,Female,0,0,40,Columbia,0,2,HS graduate
22377,37,Private,160035,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
22378,44,?,190205,Married-civ-spouse,?,Husband,White,Male,0,0,25,United-States,0,1,Less than HS graduate
22379,28,?,161290,Never-married,?,Own-child,Black,Female,0,0,40,United-States,0,3,Some college or associate's degree
22380,28,Self-emp-not-inc,112403,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,0,4,Bachelor's degree
22381,48,Private,238726,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0,2,HS graduate
22382,52,Private,164530,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,20,United-States,0,1,Less than HS graduate
22383,19,Private,456572,Never-married,Farming-fishing,Other-relative,White,Male,0,0,35,United-States,0,2,HS graduate
22384,31,Self-emp-not-inc,177675,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,4,Bachelor's degree
22385,47,Private,246739,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,55,United-States,1,4,Bachelor's degree
22386,37,Private,102953,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
22387,22,?,224238,Never-married,?,Own-child,White,Male,0,0,2,United-States,0,3,Some college or associate's degree
22388,46,Private,155489,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,1,3,Some college or associate's degree
22389,51,Self-emp-not-inc,156802,Married-civ-spouse,Farming-fishing,Husband,White,Male,3103,0,60,United-States,1,2,HS graduate
22390,50,Private,168212,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,45,United-States,1,5,Graduate or professional degree
22391,38,Private,331395,Married-civ-spouse,Farming-fishing,Husband,White,Male,3942,0,84,Portugal,0,1,Less than HS graduate
22392,40,Local-gov,261497,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,35,United-States,0,2,HS graduate
22393,58,Private,365511,Divorced,Machine-op-inspct,Not-in-family,Other,Male,0,0,40,Mexico,0,3,Some college or associate's degree
22394,36,Private,187999,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,2,HS graduate
22395,26,Local-gov,190350,Never-married,Prof-specialty,Own-child,Black,Female,0,0,35,United-States,0,4,Bachelor's degree
22396,17,?,166759,Never-married,?,Own-child,White,Female,0,0,40,United-States,0,1,Less than HS graduate
22397,49,Private,168262,Divorced,Other-service,Not-in-family,White,Male,0,0,48,United-States,0,1,Less than HS graduate
22398,39,State-gov,122011,Married-civ-spouse,Prof-specialty,Wife,White,Female,5178,0,38,United-States,1,5,Graduate or professional degree
22399,46,Private,165953,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,1,4,Bachelor's degree
22400,26,Private,375980,Separated,Sales,Unmarried,Black,Female,0,0,37,United-States,0,2,HS graduate
22401,40,Federal-gov,406463,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,0,5,Graduate or professional degree
22402,53,State-gov,231472,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,5,Graduate or professional degree
22403,60,Self-emp-not-inc,78913,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,0,3,Some college or associate's degree
22404,28,Private,69107,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,0,2,HS graduate
22405,22,?,182387,Never-married,?,Not-in-family,Asian-Pac-Islander,Female,0,0,12,Thailand,0,3,Some college or associate's degree
22406,31,Private,169002,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,55,United-States,0,2,HS graduate
22407,45,Private,229967,Divorced,Exec-managerial,Not-in-family,White,Male,13550,0,50,United-States,1,2,HS graduate
22408,34,Private,422836,Divorced,Prof-specialty,Unmarried,White,Male,0,0,40,Mexico,0,2,HS graduate
22409,27,State-gov,230922,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,Scotland,0,5,Graduate or professional degree
22410,40,Private,195892,Divorced,Transport-moving,Not-in-family,Black,Female,0,0,40,United-States,0,3,Some college or associate's degree
22411,68,Private,163346,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,32,United-States,0,2,HS graduate
22412,51,Private,82566,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0,2,HS graduate
22413,55,Private,86505,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,20,United-States,0,2,HS graduate
22414,43,Private,178780,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1,3,Some college or associate's degree
22415,23,State-gov,173945,Never-married,Prof-specialty,Own-child,White,Female,0,0,27,United-States,0,4,Bachelor's degree
22416,48,Private,176810,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
22417,42,Self-emp-inc,23813,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,2885,0,30,United-States,0,3,Some college or associate's degree
22418,51,Self-emp-inc,210736,Never-married,Exec-managerial,Not-in-family,White,Male,10520,0,40,United-States,1,2,HS graduate
22419,32,Private,343789,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5013,0,55,United-States,0,2,HS graduate
22420,34,Private,113838,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,1,3,Some college or associate's degree
22421,31,Local-gov,121055,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States,1,2,HS graduate
22422,71,?,52171,Divorced,?,Unmarried,White,Male,0,0,45,United-States,0,1,Less than HS graduate
22423,17,Private,566049,Never-married,Other-service,Own-child,White,Male,0,0,8,United-States,0,1,Less than HS graduate
22424,37,Private,67433,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,1,2,HS graduate
22425,26,Private,39014,Married-civ-spouse,Priv-house-serv,Wife,Other,Female,0,0,40,Dominican-Republic,0,1,Less than HS graduate
22426,17,Private,51939,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,0,1,Less than HS graduate
22427,34,Private,100669,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,1,4,Bachelor's degree
22428,46,Private,155659,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United-States,1,1,Less than HS graduate
22429,33,Private,112847,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,40,?,0,2,HS graduate
22430,41,Local-gov,32185,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,5,Graduate or professional degree
