p_id,age,workclass,fnlwgt,education,education_num,education_cat_lev,education_cat,marital_status,occupation,relationship,capital_gain,capital_loss,hours_per_week,native_country,income,income_lev,race_Amer-Indian-Eskimo,race_Asian-Pac-Islander,race_Black,race_Other,sex_Male
30798,36,Private,296999,Some-college,10,3,Some college or associate's degree,0,Craft-repair,Not-in-family,0,0,37,United-States,<=50K,0,0,0,0,0,0
30799,43,Private,155106,Assoc-acdm,12,3,Some college or associate's degree,0,Craft-repair,Not-in-family,0,2444,70,United-States,>50K,1,0,0,0,0,1
30800,41,Public-sector,174491,HS-grad,9,2,HS graduate,0,Other-service,Unmarried,0,0,40,United-States,<=50K,0,0,0,1,0,0
30801,34,Public-sector,173266,HS-grad,9,2,HS graduate,1,Tech-support,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
30802,33,Private,25610,Assoc-acdm,12,3,Some college or associate's degree,1,Sales,Husband,0,0,40,Japan,>50K,1,0,0,0,1,1
30803,47,Private,187563,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
30804,41,Private,196344,1st-4th,2,1,Less than HS graduate,1,Sales,Husband,0,0,50,Mexico,<=50K,0,0,0,0,0,1
30805,40,Private,205047,HS-grad,9,2,HS graduate,1,Craft-repair,Not-in-family,0,0,40,United-States,>50K,1,0,0,0,0,1
30806,28,Private,715938,Bachelors,13,4,Bachelor's degree,0,Craft-repair,Own-child,0,0,40,United-States,<=50K,0,0,0,1,0,1
30807,62,Self-emp,224520,HS-grad,9,2,HS graduate,1,Sales,Husband,0,0,90,United-States,>50K,1,0,0,0,0,1
30808,29,Private,229656,HS-grad,9,2,HS graduate,0,Adm-clerical,Unmarried,0,0,50,United-States,<=50K,0,0,0,0,0,0
30809,46,Private,97883,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
30810,28,Private,131298,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,0,0,60,United-States,<=50K,0,0,0,0,0,1
30811,57,Public-sector,197875,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
30812,22,Private,172766,Some-college,10,3,Some college or associate's degree,0,Sales,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,0
30813,28,Public-sector,175796,Assoc-acdm,12,3,Some college or associate's degree,0,Adm-clerical,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
30814,24,Private,51973,Bachelors,13,4,Bachelor's degree,0,Adm-clerical,Not-in-family,0,0,45,United-States,<=50K,0,0,0,0,0,0
30815,54,Self-emp,28186,Bachelors,13,4,Bachelor's degree,0,Farming-fishing,Not-in-family,27828,0,50,United-States,>50K,1,0,0,0,0,1
30816,22,Private,291979,11th,7,1,Less than HS graduate,0,Craft-repair,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
30817,36,Public-sector,180752,Bachelors,13,4,Bachelor's degree,0,Protective-serv,Unmarried,0,0,40,United-States,<=50K,0,0,0,1,0,0
30818,50,Private,234657,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Unmarried,0,0,40,United-States,<=50K,0,0,0,0,0,0
30819,18,Private,39411,11th,7,1,Less than HS graduate,0,Handlers-cleaners,Own-child,0,0,24,United-States,<=50K,0,0,0,0,0,1
30820,52,Public-sector,334273,Assoc-acdm,12,3,Some college or associate's degree,1,Sales,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
30821,41,Private,192779,7th-8th,4,1,Less than HS graduate,1,Other-service,Husband,0,0,40,?,<=50K,0,0,0,0,0,1
30822,21,?,105312,HS-grad,9,2,HS graduate,0,?,Not-in-family,0,0,20,United-States,<=50K,0,0,0,0,0,0
30823,36,Private,171676,Bachelors,13,4,Bachelor's degree,0,Sales,Not-in-family,0,1741,40,United-States,<=50K,0,0,0,0,0,0
30824,34,Self-emp,182714,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,0,0,55,United-States,>50K,1,0,0,0,0,0
30825,21,Private,231866,Assoc-voc,11,3,Some college or associate's degree,0,Craft-repair,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,1
30826,46,Private,102102,HS-grad,9,2,HS graduate,0,Exec-managerial,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
30827,57,?,50248,Some-college,10,3,Some college or associate's degree,1,?,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
30828,61,Public-sector,195519,Masters,14,5,Graduate or professional degree,0,Prof-specialty,Unmarried,0,0,25,United-States,<=50K,0,0,0,0,0,0
30829,22,Public-sector,34310,Some-college,10,3,Some college or associate's degree,0,Transport-moving,Own-child,0,0,25,United-States,<=50K,0,0,0,0,0,1
30830,33,?,314913,11th,7,1,Less than HS graduate,0,?,Own-child,0,0,53,United-States,<=50K,0,0,0,0,0,1
30831,36,Public-sector,747719,Prof-school,15,5,Graduate or professional degree,1,Prof-specialty,Wife,15024,0,50,United-States,>50K,1,0,0,0,0,0
30832,43,Public-sector,188280,Masters,14,5,Graduate or professional degree,0,Prof-specialty,Unmarried,914,0,40,United-States,<=50K,0,0,0,0,0,0
30833,25,Private,110978,Assoc-acdm,12,3,Some college or associate's degree,1,Adm-clerical,Wife,0,0,37,India,>50K,1,0,1,0,0,0
30834,17,Private,79682,10th,6,1,Less than HS graduate,0,Priv-house-serv,Other-relative,0,0,30,United-States,<=50K,0,0,0,0,0,1
30835,45,Private,294671,Assoc-voc,11,3,Some college or associate's degree,1,Craft-repair,Husband,4386,0,38,United-States,>50K,1,0,0,0,0,1
30836,30,Private,340899,Prof-school,15,5,Graduate or professional degree,0,Prof-specialty,Not-in-family,0,1590,80,United-States,<=50K,0,0,0,0,0,1
30837,40,Private,192259,Masters,14,5,Graduate or professional degree,0,Prof-specialty,Not-in-family,0,0,35,United-States,<=50K,0,0,0,0,0,1
30838,31,Public-sector,190228,Masters,14,5,Graduate or professional degree,0,Exec-managerial,Not-in-family,0,0,45,United-States,<=50K,0,0,0,0,0,1
30839,42,Private,118947,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
30840,53,Private,55861,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
30841,37,Private,238433,1st-4th,2,1,Less than HS graduate,1,Transport-moving,Husband,0,0,40,Cuba,<=50K,0,0,0,0,0,1
30842,37,Public-sector,166744,HS-grad,9,2,HS graduate,1,Other-service,Unmarried,0,0,20,United-States,<=50K,0,0,0,0,0,0
30843,54,Private,144586,Some-college,10,3,Some college or associate's degree,1,Sales,Wife,0,0,40,United-States,>50K,1,0,0,0,0,0
30844,36,Private,134367,HS-grad,9,2,HS graduate,0,Other-service,Own-child,0,0,30,United-States,<=50K,0,0,0,0,0,0
30845,46,Private,133616,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Unmarried,0,0,40,United-States,<=50K,0,0,0,0,0,0
30846,46,Private,203039,Bachelors,13,4,Bachelor's degree,1,Sales,Husband,0,0,48,United-States,<=50K,0,0,0,0,0,1
30847,32,Private,217460,9th,5,1,Less than HS graduate,1,Transport-moving,Husband,0,0,50,United-States,<=50K,0,0,0,0,0,1
30848,17,Private,106733,11th,7,1,Less than HS graduate,0,Craft-repair,Own-child,594,0,40,United-States,<=50K,0,0,0,0,0,1
30849,42,Public-sector,212027,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,0,0,40,United-States,<=50K,0,0,0,1,0,1
30850,37,Public-sector,126569,HS-grad,9,2,HS graduate,0,Craft-repair,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
30851,29,Private,289960,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Husband,0,0,48,United-States,<=50K,0,0,0,0,0,1
30852,54,Private,174102,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
30853,38,Private,181716,12th,8,1,Less than HS graduate,1,Craft-repair,Husband,0,0,48,United-States,<=50K,0,0,0,0,0,1
30854,46,Public-sector,172822,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
30855,24,Private,293091,HS-grad,9,2,HS graduate,1,Handlers-cleaners,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
30856,57,Private,107443,1st-4th,2,1,Less than HS graduate,1,Handlers-cleaners,Husband,0,0,40,Portugal,<=50K,0,0,0,0,0,1
30857,59,Private,95283,1st-4th,2,1,Less than HS graduate,1,Machine-op-inspct,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
30858,33,Private,65278,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
30859,35,Private,220943,HS-grad,9,2,HS graduate,0,Other-service,Unmarried,0,1594,40,United-States,<=50K,0,0,0,1,0,0
30860,53,Private,257940,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Husband,2829,0,40,United-States,<=50K,0,0,0,0,0,1
30861,26,Private,134945,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Other-relative,0,0,40,United-States,<=50K,0,0,0,0,0,1
30862,55,Self-emp,105582,Masters,14,5,Graduate or professional degree,1,Sales,Husband,2228,0,50,United-States,<=50K,0,0,0,0,0,1
30863,46,Private,169324,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,0,0,45,Jamaica,<=50K,0,0,0,1,0,0
30864,44,Public-sector,98989,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,0,0,38,United-States,>50K,1,1,0,0,0,1
30865,30,Self-emp,113838,Assoc-voc,11,3,Some college or associate's degree,1,Sales,Husband,3137,0,60,Germany,<=50K,0,0,0,0,0,1
30866,24,Private,143436,Some-college,10,3,Some college or associate's degree,0,Handlers-cleaners,Own-child,0,0,24,United-States,<=50K,0,0,0,0,0,1
30867,32,Private,143604,10th,6,1,Less than HS graduate,1,Other-service,Not-in-family,0,0,37,United-States,<=50K,0,0,0,1,0,0
30868,35,Private,226311,Bachelors,13,4,Bachelor's degree,0,Sales,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
30869,67,Private,94610,Masters,14,5,Graduate or professional degree,1,Sales,Husband,0,0,30,United-States,>50K,1,0,0,0,0,1
30870,56,Self-emp,26716,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,0,0,20,United-States,>50K,1,0,0,0,0,1
30871,26,Private,160261,Masters,14,5,Graduate or professional degree,0,Prof-specialty,Not-in-family,0,0,20,India,<=50K,0,0,1,0,0,1
30872,46,Private,117310,Assoc-acdm,12,3,Some college or associate's degree,0,Tech-support,Unmarried,6497,0,40,United-States,<=50K,0,0,0,0,0,0
30873,52,Private,154342,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,0,0,48,United-States,>50K,1,0,0,0,0,1
30874,38,Self-emp,89202,Some-college,10,3,Some college or associate's degree,0,Craft-repair,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
30875,31,Private,174704,HS-grad,9,2,HS graduate,0,Sales,Unmarried,0,0,50,United-States,<=50K,0,0,0,1,0,1
30876,53,Private,153486,HS-grad,9,2,HS graduate,0,Transport-moving,Not-in-family,0,0,30,United-States,<=50K,0,0,0,0,0,1
30877,27,Private,360097,HS-grad,9,2,HS graduate,0,Handlers-cleaners,Not-in-family,0,0,40,United-States,<=50K,0,0,0,1,0,1
30878,39,Private,230356,Bachelors,13,4,Bachelor's degree,0,Adm-clerical,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
30879,22,Private,163870,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,1
30880,37,Private,199753,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,0,0,35,United-States,>50K,1,0,0,0,0,1
30881,20,Private,333505,HS-grad,9,2,HS graduate,0,Adm-clerical,Own-child,0,0,30,Nicaragua,<=50K,0,0,0,0,0,1
30882,60,Public-sector,149281,HS-grad,9,2,HS graduate,1,Protective-serv,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
30883,51,Private,138514,Assoc-voc,11,3,Some college or associate's degree,0,Tech-support,Unmarried,0,0,48,United-States,<=50K,0,0,0,1,0,0
30884,57,Public-sector,66504,Prof-school,15,5,Graduate or professional degree,0,Prof-specialty,Not-in-family,0,0,50,United-States,>50K,1,0,0,0,0,0
30885,59,Private,206487,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
30886,37,Private,170020,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
30887,35,Private,217605,HS-grad,9,2,HS graduate,1,Handlers-cleaners,Wife,0,0,40,United-States,<=50K,0,0,0,0,0,0
30888,43,Private,145711,Some-college,10,3,Some college or associate's degree,1,Sales,Husband,0,0,72,United-States,>50K,1,0,0,0,0,1
30889,17,Private,169155,12th,8,1,Less than HS graduate,0,Other-service,Own-child,0,0,35,United-States,<=50K,0,0,0,0,0,1
30890,45,Private,34127,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,0,0,50,United-States,>50K,1,0,0,0,0,1
30891,18,Private,110142,HS-grad,9,2,HS graduate,0,Sales,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,0
30892,52,Private,222646,12th,8,1,Less than HS graduate,0,Machine-op-inspct,Other-relative,0,0,40,Cuba,<=50K,0,0,0,0,0,0
30893,18,Private,182643,Some-college,10,3,Some college or associate's degree,0,Handlers-cleaners,Own-child,0,0,9,United-States,<=50K,0,0,0,0,0,1
30894,20,Private,303565,Some-college,10,3,Some college or associate's degree,0,Handlers-cleaners,Own-child,0,0,40,Germany,<=50K,0,0,0,1,0,1
30895,34,Private,140092,HS-grad,9,2,HS graduate,0,Tech-support,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
30896,19,Private,178811,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Own-child,0,0,20,United-States,<=50K,0,0,0,1,0,0
30897,18,?,267399,12th,8,1,Less than HS graduate,0,?,Own-child,0,0,12,United-States,<=50K,0,0,0,0,0,0
30898,17,Public-sector,192387,9th,5,1,Less than HS graduate,0,Other-service,Own-child,0,0,45,United-States,<=50K,0,0,0,0,0,1
30899,30,Public-sector,127610,Bachelors,13,4,Bachelor's degree,0,Adm-clerical,Not-in-family,0,0,35,United-States,<=50K,0,0,0,0,0,0
30900,29,Private,258862,Bachelors,13,4,Bachelor's degree,0,Craft-repair,Not-in-family,0,0,45,United-States,<=50K,0,0,0,0,0,0
30901,30,Private,225231,Some-college,10,3,Some college or associate's degree,0,Exec-managerial,Not-in-family,8614,0,50,United-States,>50K,1,0,0,0,0,1
30902,18,Private,174926,9th,5,1,Less than HS graduate,0,Other-service,Own-child,0,0,15,?,<=50K,0,0,0,0,0,1
30903,50,Public-sector,238187,Bachelors,13,4,Bachelor's degree,0,Adm-clerical,Not-in-family,0,0,37,United-States,<=50K,0,0,0,1,0,0
30904,22,Private,191444,HS-grad,9,2,HS graduate,0,Sales,Other-relative,0,0,40,United-States,<=50K,0,0,0,0,0,1
30905,21,Private,198822,HS-grad,9,2,HS graduate,0,Adm-clerical,Own-child,0,0,35,United-States,<=50K,0,0,0,0,0,0
30906,39,Self-emp,251323,9th,5,1,Less than HS graduate,1,Farming-fishing,Other-relative,0,0,40,Cuba,<=50K,0,0,0,0,0,1
30907,20,Private,168187,Some-college,10,3,Some college or associate's degree,0,Other-service,Other-relative,4416,0,25,United-States,<=50K,0,0,0,0,0,0
30908,62,Private,370881,Assoc-acdm,12,3,Some college or associate's degree,0,Other-service,Not-in-family,0,0,7,United-States,<=50K,0,0,0,0,0,0
30909,32,Private,198183,Some-college,10,3,Some college or associate's degree,0,Exec-managerial,Not-in-family,0,0,38,United-States,<=50K,0,0,0,0,0,0
30910,38,Private,210610,Assoc-acdm,12,3,Some college or associate's degree,1,Tech-support,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
30911,32,Private,269182,Some-college,10,3,Some college or associate's degree,0,Tech-support,Unmarried,3887,0,40,United-States,<=50K,0,0,0,1,0,0
30912,55,Private,141727,Bachelors,13,4,Bachelor's degree,1,Adm-clerical,Wife,3464,0,40,United-States,<=50K,0,0,0,0,0,0
30913,38,Private,185848,Masters,14,5,Graduate or professional degree,1,Exec-managerial,Husband,99999,0,70,United-States,>50K,1,0,0,0,0,1
30914,34,Private,46746,11th,7,1,Less than HS graduate,0,Other-service,Not-in-family,0,0,30,United-States,<=50K,0,0,0,0,0,1
30915,28,Private,120475,HS-grad,9,2,HS graduate,0,Other-service,Own-child,0,0,20,United-States,<=50K,0,0,0,0,0,1
30916,26,Private,135845,Some-college,10,3,Some college or associate's degree,0,Sales,Not-in-family,0,0,37,United-States,<=50K,0,0,0,0,0,0
30917,41,Private,310255,HS-grad,9,2,HS graduate,1,Sales,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
30918,61,Public-sector,379885,Doctorate,16,5,Graduate or professional degree,1,Prof-specialty,Husband,0,1902,40,United-States,>50K,1,0,0,0,0,1
30919,75,Self-emp,31428,HS-grad,9,2,HS graduate,1,Farming-fishing,Husband,3456,0,40,United-States,<=50K,0,0,0,0,0,1
30920,21,Private,211013,Assoc-voc,11,3,Some college or associate's degree,1,Other-service,Other-relative,0,0,50,Mexico,<=50K,0,0,0,0,0,0
30921,50,Private,175029,HS-grad,9,2,HS graduate,1,Handlers-cleaners,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
30922,49,Self-emp,119539,Some-college,10,3,Some college or associate's degree,1,Exec-managerial,Husband,0,0,60,?,>50K,1,0,0,0,0,1
30923,26,Private,247025,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,0,0,65,United-States,<=50K,0,0,0,0,0,1
30924,39,Private,252327,7th-8th,4,1,Less than HS graduate,0,Other-service,Own-child,0,0,40,Mexico,<=50K,0,0,0,0,0,1
30925,24,Self-emp,375313,Some-college,10,3,Some college or associate's degree,0,Prof-specialty,Not-in-family,0,0,40,United-States,<=50K,0,0,1,0,0,1
30926,56,Private,107165,HS-grad,9,2,HS graduate,1,Handlers-cleaners,Husband,0,0,18,United-States,<=50K,0,0,0,0,0,1
30927,17,Private,108470,11th,7,1,Less than HS graduate,0,Other-service,Own-child,0,0,17,United-States,<=50K,0,0,0,1,0,1
30928,37,Private,150057,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,0,0,52,United-States,>50K,1,0,0,0,0,1
30929,23,Private,189468,Assoc-voc,11,3,Some college or associate's degree,1,Machine-op-inspct,Own-child,0,0,30,United-States,<=50K,0,0,0,0,0,0
30930,28,?,198393,HS-grad,9,2,HS graduate,0,?,Not-in-family,0,0,40,United-States,<=50K,0,0,0,1,0,0
30931,57,Self-emp,181031,HS-grad,9,2,HS graduate,1,Farming-fishing,Husband,0,0,60,United-States,<=50K,0,0,0,0,0,1
30932,42,Public-sector,569930,Bachelors,13,4,Bachelor's degree,1,Adm-clerical,Husband,0,0,45,United-States,>50K,1,0,0,0,0,1
30933,25,Private,27411,Bachelors,13,4,Bachelor's degree,0,Sales,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
30934,22,Private,147397,Bachelors,13,4,Bachelor's degree,0,Farming-fishing,Not-in-family,0,0,20,United-States,<=50K,0,0,0,0,0,1
30935,39,Private,242922,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,0,0,40,United-States,<=50K,0,0,0,1,0,1
30936,54,Private,154949,11th,7,1,Less than HS graduate,1,Other-service,Wife,0,0,40,United-States,>50K,1,0,0,1,0,0
30937,41,Self-emp,423217,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Not-in-family,0,0,50,United-States,<=50K,0,0,0,0,0,1
30938,43,Public-sector,195385,HS-grad,9,2,HS graduate,1,Exec-managerial,Husband,0,0,40,United-States,<=50K,0,1,0,0,0,1
30939,19,Private,100009,HS-grad,9,2,HS graduate,0,Craft-repair,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
30940,35,Private,191628,Some-college,10,3,Some college or associate's degree,1,Prof-specialty,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
30941,34,Private,340880,HS-grad,9,2,HS graduate,1,Prof-specialty,Husband,0,0,60,Philippines,>50K,1,0,0,0,0,1
30942,19,Private,207173,HS-grad,9,2,HS graduate,0,Adm-clerical,Unmarried,0,0,30,United-States,<=50K,0,0,0,0,0,0
30943,33,Private,48010,Some-college,10,3,Some college or associate's degree,0,Exec-managerial,Unmarried,0,0,40,United-States,<=50K,0,0,0,0,0,0
30944,33,Private,229051,Some-college,10,3,Some college or associate's degree,0,Prof-specialty,Not-in-family,0,0,52,United-States,<=50K,0,0,0,0,0,1
30945,49,Private,193366,Masters,14,5,Graduate or professional degree,1,Exec-managerial,Husband,0,0,65,United-States,>50K,1,0,0,0,0,1
30946,31,Private,57781,HS-grad,9,2,HS graduate,0,Adm-clerical,Unmarried,0,0,50,United-States,<=50K,0,0,0,0,0,0
30947,69,?,121136,HS-grad,9,2,HS graduate,1,?,Husband,0,0,13,United-States,<=50K,0,0,0,0,0,1
30948,41,Private,433989,Assoc-voc,11,3,Some college or associate's degree,1,Sales,Husband,4386,0,60,United-States,>50K,1,0,0,0,0,1
30949,24,Private,136687,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Unmarried,0,0,40,United-States,<=50K,0,0,0,0,1,0
30950,45,Public-sector,154117,HS-grad,9,2,HS graduate,0,Exec-managerial,Unmarried,0,0,38,United-States,>50K,1,0,0,0,0,0
30951,63,Private,294009,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,15024,0,45,United-States,>50K,1,0,0,0,0,1
30952,75,Private,239038,Some-college,10,3,Some college or associate's degree,1,Transport-moving,Husband,0,0,16,United-States,<=50K,0,0,0,0,0,1
30953,34,Private,244064,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Unmarried,0,0,40,United-States,<=50K,0,0,0,1,0,1
30954,69,Private,128348,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,9386,0,50,United-States,>50K,1,0,0,1,0,1
30955,33,Private,66278,Masters,14,5,Graduate or professional degree,0,Prof-specialty,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
30956,44,Private,162643,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,0,0,43,United-States,<=50K,0,0,0,0,0,0
30957,45,Private,179659,Bachelors,13,4,Bachelor's degree,1,Craft-repair,Husband,3103,0,40,United-States,>50K,1,0,0,0,0,1
30958,18,Private,205218,11th,7,1,Less than HS graduate,0,Sales,Own-child,0,0,20,United-States,<=50K,0,0,0,0,0,0
30959,48,Private,154033,HS-grad,9,2,HS graduate,0,Sales,Not-in-family,0,0,52,United-States,<=50K,0,0,0,0,0,0
30960,43,Private,158528,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
30961,26,Private,366219,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,0,1848,60,United-States,>50K,1,0,0,1,0,1
30962,35,Private,301862,HS-grad,9,2,HS graduate,0,Craft-repair,Unmarried,0,0,50,United-States,<=50K,0,0,0,0,0,1
30963,34,Private,228406,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Unmarried,0,0,40,United-States,<=50K,0,0,0,1,0,0
