workclass,education,education_num,education_cat_lev,education_cat,marital_status,occupation,relationship,native_country,income,income_lev
Self-emp,Prof-school,15,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,>50K,1
Private,Masters,14,5,Graduate or professional degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
Private,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,<=50K,0
Private,11th,7,1,Less than HS graduate,0,Sales,Own-child,United-States,<=50K,0
Public-sector,Bachelors,13,4,Bachelor's degree,1,Protective-serv,Husband,United-States,>50K,1
Private,HS-grad,9,2,HS graduate,0,Protective-serv,Unmarried,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,0,Other-service,Unmarried,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,0,Sales,Unmarried,United-States,<=50K,0
Private,Some-college,10,3,Some college or associate's degree,1,Adm-clerical,Husband,United-States,<=50K,0
Private,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,?,<=50K,0
Private,7th-8th,4,1,Less than HS graduate,0,Other-service,Own-child,United-States,<=50K,0
Self-emp,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,>50K,1
Private,Masters,14,5,Graduate or professional degree,0,Prof-specialty,Unmarried,United-States,<=50K,0
Private,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,United-States,>50K,1
Private,Some-college,10,3,Some college or associate's degree,1,Other-service,Husband,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
Private,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,United-States,>50K,1
Private,Bachelors,13,4,Bachelor's degree,1,Craft-repair,Husband,?,<=50K,0
?,HS-grad,9,2,HS graduate,1,?,Wife,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,United-States,<=50K,0
Self-emp,HS-grad,9,2,HS graduate,1,Sales,Husband,United-States,>50K,1
Public-sector,HS-grad,9,2,HS graduate,0,Adm-clerical,Unmarried,United-States,<=50K,0
Self-emp,Some-college,10,3,Some college or associate's degree,1,Exec-managerial,Husband,United-States,>50K,1
Self-emp,Doctorate,16,5,Graduate or professional degree,1,Exec-managerial,Husband,United-States,>50K,1
Private,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Own-child,United-States,<=50K,0
Private,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Unmarried,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,0,Sales,Own-child,United-States,<=50K,0
Private,Assoc-voc,11,3,Some college or associate's degree,0,Adm-clerical,Unmarried,United-States,<=50K,0
Private,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,United-States,>50K,1
Private,Some-college,10,3,Some college or associate's degree,0,Sales,Other-relative,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,0,Handlers-cleaners,Other-relative,Peru,<=50K,0
Public-sector,Some-college,10,3,Some college or associate's degree,0,Other-service,Not-in-family,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,>50K,1
Public-sector,Some-college,10,3,Some college or associate's degree,1,Transport-moving,Husband,United-States,<=50K,0
Self-emp,Some-college,10,3,Some college or associate's degree,0,Sales,Own-child,United-States,<=50K,0
Private,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,United-States,>50K,1
Self-emp,Some-college,10,3,Some college or associate's degree,1,Sales,Husband,United-States,>50K,1
Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
?,HS-grad,9,2,HS graduate,1,?,Husband,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,United-States,>50K,1
Private,HS-grad,9,2,HS graduate,1,Adm-clerical,Wife,United-States,<=50K,0
Private,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,United-States,<=50K,0
Private,Bachelors,13,4,Bachelor's degree,1,Sales,Husband,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,0,Craft-repair,Own-child,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,1,Prof-specialty,Husband,United-States,>50K,1
Private,Bachelors,13,4,Bachelor's degree,0,Sales,Not-in-family,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Unmarried,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,1,Other-service,Husband,United-States,<=50K,0
Private,Some-college,10,3,Some college or associate's degree,0,Other-service,Not-in-family,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Unmarried,United-States,<=50K,0
Public-sector,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
Private,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,United-States,>50K,1
Private,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,>50K,1
Private,Some-college,10,3,Some college or associate's degree,0,Craft-repair,Own-child,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Husband,United-States,<=50K,0
?,HS-grad,9,2,HS graduate,0,?,Own-child,United-States,<=50K,0
Private,10th,6,1,Less than HS graduate,1,Other-service,Husband,El-Salvador,<=50K,0
?,Bachelors,13,4,Bachelor's degree,0,?,Not-in-family,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,1,Exec-managerial,Husband,United-States,<=50K,0
Public-sector,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
Public-sector,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Not-in-family,United-States,<=50K,0
Public-sector,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,United-States,<=50K,0
Public-sector,HS-grad,9,2,HS graduate,1,Protective-serv,Husband,United-States,>50K,1
Self-emp,Some-college,10,3,Some college or associate's degree,1,Farming-fishing,Husband,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,0,Sales,Own-child,United-States,<=50K,0
Public-sector,Assoc-voc,11,3,Some college or associate's degree,0,Adm-clerical,Own-child,United-States,<=50K,0
Private,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,United-States,>50K,1
?,Some-college,10,3,Some college or associate's degree,0,?,Own-child,United-States,<=50K,0
Private,Preschool,1,1,Less than HS graduate,0,Machine-op-inspct,Not-in-family,Puerto-Rico,<=50K,0
Private,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Not-in-family,United-States,<=50K,0
Private,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,>50K,1
Private,Some-college,10,3,Some college or associate's degree,0,Handlers-cleaners,Not-in-family,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,United-States,<=50K,0
Self-emp,HS-grad,9,2,HS graduate,1,Exec-managerial,Husband,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Wife,Mexico,<=50K,0
Public-sector,Some-college,10,3,Some college or associate's degree,0,Handlers-cleaners,Not-in-family,United-States,<=50K,0
Private,11th,7,1,Less than HS graduate,0,Other-service,Own-child,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Unmarried,United-States,<=50K,0
Private,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,United-States,<=50K,0
Self-emp,7th-8th,4,1,Less than HS graduate,0,Farming-fishing,Unmarried,United-States,<=50K,0
Private,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Unmarried,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,0,Sales,Unmarried,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,0,Handlers-cleaners,Own-child,United-States,<=50K,0
Self-emp,10th,6,1,Less than HS graduate,0,Craft-repair,Not-in-family,United-States,<=50K,0
Private,Some-college,10,3,Some college or associate's degree,1,Exec-managerial,Wife,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,0,Handlers-cleaners,Not-in-family,United-States,<=50K,0
Private,9th,5,1,Less than HS graduate,0,Other-service,Not-in-family,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
Private,5th-6th,3,1,Less than HS graduate,1,Craft-repair,Husband,Mexico,<=50K,0
Private,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,>50K,1
Public-sector,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,United-States,<=50K,0
Self-emp,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,>50K,1
Private,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Unmarried,United-States,<=50K,0
Private,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Not-in-family,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,Dominican-Republic,<=50K,0
Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
Private,11th,7,1,Less than HS graduate,0,Other-service,Own-child,United-States,<=50K,0
?,Some-college,10,3,Some college or associate's degree,1,?,Husband,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,United-States,<=50K,0
Self-emp,Masters,14,5,Graduate or professional degree,0,Exec-managerial,Not-in-family,United-States,<=50K,0
Public-sector,9th,5,1,Less than HS graduate,1,Machine-op-inspct,Husband,United-States,>50K,1
Public-sector,Some-college,10,3,Some college or associate's degree,0,Tech-support,Not-in-family,United-States,<=50K,0
Public-sector,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,United-States,<=50K,0
Public-sector,Some-college,10,3,Some college or associate's degree,0,Exec-managerial,Unmarried,?,<=50K,0
Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
Private,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Husband,India,>50K,1
Private,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Unmarried,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Own-child,United-States,<=50K,0
Private,Some-college,10,3,Some college or associate's degree,0,Prof-specialty,Unmarried,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,0,Exec-managerial,Not-in-family,United-States,<=50K,0
Public-sector,Assoc-voc,11,3,Some college or associate's degree,1,Adm-clerical,Wife,United-States,<=50K,0
Public-sector,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,Portugal,<=50K,0
Private,Some-college,10,3,Some college or associate's degree,0,Exec-managerial,Own-child,United-States,<=50K,0
Private,5th-6th,3,1,Less than HS graduate,1,Sales,Wife,El-Salvador,<=50K,0
Private,5th-6th,3,1,Less than HS graduate,1,Other-service,Husband,Mexico,<=50K,0
Private,11th,7,1,Less than HS graduate,0,Other-service,Own-child,United-States,<=50K,0
Self-emp,HS-grad,9,2,HS graduate,0,Farming-fishing,Unmarried,United-States,<=50K,0
Private,7th-8th,4,1,Less than HS graduate,1,Farming-fishing,Husband,United-States,<=50K,0
Public-sector,Some-college,10,3,Some college or associate's degree,1,Adm-clerical,Husband,United-States,>50K,1
Private,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Not-in-family,United-States,>50K,1
Private,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Unmarried,United-States,<=50K,0
Private,Assoc-acdm,12,3,Some college or associate's degree,1,Sales,Wife,United-States,<=50K,0
Private,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,<=50K,0
Private,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Husband,India,>50K,1
Private,Assoc-voc,11,3,Some college or associate's degree,1,Tech-support,Wife,United-States,>50K,1
Private,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,United-States,>50K,1
Public-sector,HS-grad,9,2,HS graduate,1,Handlers-cleaners,Husband,United-States,<=50K,0
Self-emp,11th,7,1,Less than HS graduate,0,Handlers-cleaners,Unmarried,Nicaragua,<=50K,0
Public-sector,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Unmarried,United-States,>50K,1
Private,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Own-child,United-States,<=50K,0
Private,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Unmarried,United-States,>50K,1
Private,HS-grad,9,2,HS graduate,0,Craft-repair,Own-child,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,0,Sales,Own-child,United-States,<=50K,0
Private,Bachelors,13,4,Bachelor's degree,1,Machine-op-inspct,Husband,United-States,<=50K,0
Public-sector,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
Public-sector,HS-grad,9,2,HS graduate,0,Adm-clerical,Unmarried,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,0,Craft-repair,Own-child,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,1,Other-service,Own-child,Jamaica,<=50K,0
Private,Some-college,10,3,Some college or associate's degree,0,Other-service,Not-in-family,United-States,<=50K,0
Private,9th,5,1,Less than HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,>50K,1
Private,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,United-States,>50K,1
Self-emp,HS-grad,9,2,HS graduate,0,Exec-managerial,Not-in-family,United-States,>50K,1
Private,9th,5,1,Less than HS graduate,1,Farming-fishing,Husband,Mexico,<=50K,0
Private,Some-college,10,3,Some college or associate's degree,0,Craft-repair,Unmarried,Mexico,<=50K,0
Private,HS-grad,9,2,HS graduate,0,Transport-moving,Unmarried,United-States,<=50K,0
Private,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,United-States,>50K,1
?,Some-college,10,3,Some college or associate's degree,0,?,Not-in-family,Canada,<=50K,0
Private,10th,6,1,Less than HS graduate,0,Machine-op-inspct,Own-child,United-States,<=50K,0
?,10th,6,1,Less than HS graduate,0,?,Not-in-family,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,0,Handlers-cleaners,Own-child,United-States,<=50K,0
Self-emp,Assoc-acdm,12,3,Some college or associate's degree,1,Craft-repair,Husband,Colombia,<=50K,0
Private,9th,5,1,Less than HS graduate,1,Handlers-cleaners,Husband,United-States,<=50K,0
Private,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,?,<=50K,0
Private,5th-6th,3,1,Less than HS graduate,1,Craft-repair,Other-relative,El-Salvador,<=50K,0
Private,Some-college,10,3,Some college or associate's degree,0,Sales,Not-in-family,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,0,Craft-repair,Own-child,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
Private,Assoc-acdm,12,3,Some college or associate's degree,1,Craft-repair,Husband,Yugoslavia,<=50K,0
Private,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Husband,United-States,<=50K,0
Private,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,United-States,>50K,1
Public-sector,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,1,Farming-fishing,Husband,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,0,Other-service,Own-child,United-States,<=50K,0
Private,Bachelors,13,4,Bachelor's degree,0,Adm-clerical,Own-child,United-States,<=50K,0
Private,9th,5,1,Less than HS graduate,1,Other-service,Husband,Outlying-US(Guam-USVI-etc),<=50K,0
Private,HS-grad,9,2,HS graduate,0,Sales,Unmarried,United-States,<=50K,0
Self-emp,Assoc-voc,11,3,Some college or associate's degree,1,Exec-managerial,Husband,United-States,<=50K,0
Public-sector,Bachelors,13,4,Bachelor's degree,0,Protective-serv,Not-in-family,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,1,Exec-managerial,Husband,United-States,<=50K,0
Public-sector,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Other-relative,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,?,<=50K,0
Private,7th-8th,4,1,Less than HS graduate,0,Other-service,Not-in-family,United-States,<=50K,0
Private,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Own-child,United-States,<=50K,0
?,Some-college,10,3,Some college or associate's degree,0,?,Own-child,United-States,<=50K,0
Private,Assoc-acdm,12,3,Some college or associate's degree,0,Craft-repair,Not-in-family,United-States,<=50K,0
Public-sector,Some-college,10,3,Some college or associate's degree,1,Adm-clerical,Husband,?,<=50K,0
Self-emp,Some-college,10,3,Some college or associate's degree,1,Transport-moving,Husband,United-States,>50K,1
Private,1st-4th,2,1,Less than HS graduate,0,Priv-house-serv,Other-relative,Mexico,<=50K,0
Private,Bachelors,13,4,Bachelor's degree,0,Sales,Not-in-family,United-States,<=50K,0
Private,Assoc-voc,11,3,Some college or associate's degree,0,Tech-support,Not-in-family,United-States,<=50K,0
Private,Some-college,10,3,Some college or associate's degree,1,Prof-specialty,Husband,United-States,>50K,1
Private,Doctorate,16,5,Graduate or professional degree,1,Prof-specialty,Husband,Taiwan,>50K,1
Private,Bachelors,13,4,Bachelor's degree,0,Other-service,Other-relative,United-States,<=50K,0
Self-emp,Bachelors,13,4,Bachelor's degree,0,Sales,Unmarried,United-States,<=50K,0
Private,Bachelors,13,4,Bachelor's degree,0,Adm-clerical,Unmarried,United-States,<=50K,0
Private,Assoc-acdm,12,3,Some college or associate's degree,0,Transport-moving,Not-in-family,Jamaica,<=50K,0
Private,HS-grad,9,2,HS graduate,1,Handlers-cleaners,Husband,United-States,<=50K,0
Private,11th,7,1,Less than HS graduate,0,Adm-clerical,Own-child,United-States,<=50K,0
Private,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Wife,United-States,<=50K,0
Public-sector,Prof-school,15,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,>50K,1
Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
Private,Assoc-voc,11,3,Some college or associate's degree,0,Sales,Unmarried,United-States,<=50K,0
Private,Some-college,10,3,Some college or associate's degree,1,Prof-specialty,Husband,United-States,>50K,1
